id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5103135385454299	,P1jz4mSUz,"我们家的早餐从来不会做饼，仅用一根筷子就能在5分钟内快速准备好，简便程度堪比泡面。
小鹅美食的微博视频
 ",,,"https://f.video.weibocdn.com/u0/oSLqrWrfgx07VWFcpIl2010412027XUS0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871071&ssig=1ZX0xjGzOi&KID=unistore,video",,2024-11-21T13:09:10,微博视频号,100,1,0,,,2024-11-21 13:09:10,True
5103119694039275	,P1j9LgWNB,"你真是太懂了，手枪腿简直美味至极！炸鸡、泡面加上可乐，简直是绝配。俗话说，一天不吃肉，浑身就觉得不对劲～ 
就是气气的微博视频
 ",,,"https://f.video.weibocdn.com/o0/ekbQSQy8lx07VW0ftE5y01041206lXnf0E030.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871071&ssig=PGf%2BmR4NyE&KID=unistore,video",,2024-11-21T12:06:49,微博视频号,100,1,0,,,2024-11-21 12:06:49,True
5103105391460593	,P1iMH67XX,"用200元买的牛肉，卤制了一个小时，分成两份，一份凉拌，另一份蘸着辣椒面吃，德哥和他的兄弟大快朵颐。
三德子美食川味卤料包商用卤味调料卤肉卤水卤菜香料包100g*2袋
 
三德子美食的微博视频
 ",,,"https://f.video.weibocdn.com/u0/Z88j7ZqDgx07Xp0SvlVe0104120736ln0E030.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871071&ssig=7pKFKEngw8&KID=unistore,video",,2024-11-21T11:09:58,微博视频号,100,1,0,,,2024-11-21 11:09:58,True
5103094629139920	,P1ivkClI4,转发微博,,,,,2024-11-21T10:27:13,微博网页版,0,0,0,,,2024-11-21 10:27:13,False,6355176057,竞圈风向标,5103033421399032	,P1gUC5RX2,生煎包，启动！ ,,https://wx4.sinaimg.cn/large/006W5FBDly1hvteedzfj9j30jt0oxnce.jpg,,,2024-11-21T06:24:00,微博网页版,2,1,2,,,2024-11-21 06:24:00
5103094100394269	,P1iuu1Ezb,转发微博,,,,,2024-11-21T10:25:06,微博网页版,0,0,0,,,2024-11-21 10:25:06,False,5827469719,游鱼知鹤,5103003103396210	,P1g7IefvA,"#孙莉带儿女打卡小黄人的家# 我就想问多多啥时候能毕业回来 真的想看她拍文艺片[好喜歡]她的脸真的好适合大荧幕 
游鱼知鹤的微博视频
 ",,,"https://f.video.weibocdn.com/u0/oltzFJ9Mgx08jKwKFbEc01041200eydU0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=rlrZLHAAc5&KID=unistore,video",,2024-11-21T04:23:32,捡来的iPhone 14 Pro Max,121,7,4,孙莉带儿女打卡小黄人的家,,2024-11-21 04:23:32
5103091289950726	,P1ipWFKDA,转发微博,,,,,2024-11-21T10:13:57,微博网页版,0,0,0,,,2024-11-21 10:13:57,False,5089700287,王牌教父,5103072357650820	,P1hVpw6kk,#关晓彤19岁就拿了白玉兰#可以现在她的发展有些高开低走，除了恋情和综艺，好作品倒是没有什么 ,,"https://wx1.sinaimg.cn/large/005yrRy7gy1hvtkvkn061j30uc15lq9a.jpg,https://wx2.sinaimg.cn/large/005yrRy7gy1hvtkvl0vd4j30uc13xteu.jpg,https://wx2.sinaimg.cn/large/005yrRy7gy1hvtkvlc9f6j30uc12o7a9.jpg",,,2024-11-21T08:58:43,,216,102,115,关晓彤19岁就拿了白玉兰,,2024-11-21 08:58:43
5103091108283227	,P1ipEyKQr,转发微博,,,,,2024-11-21T10:13:14,微博网页版,0,0,0,,,2024-11-21 10:13:14,False,7895921305,白鹭公主神里绫华_,5103066519176660	,P1hLZCvgE,每日一句鼓励：无论多忙，别忘了照顾好自己！愿我们都能在忙碌中找到爱的时光，一同珍惜。 ,,,,,2024-11-21T08:35:31,北京,17,10,8,,,2024-11-21 08:35:31
5103091005000722	,P1ipukYUO,"黑芝麻糊稍微揉搓后滚动成球，就能变成元宵了？对于手残党来说，这款黑芝麻元宵简直是福音。虽然可能不如超市里的那么美味，但其简便的制作过程绝对是一大优势。
胡仔一人食的微博视频
 ",,,"https://f.video.weibocdn.com/o0/iGL7bN2Klx07TM2M23kc01041200zEru0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=DLMRCIGXzl&KID=unistore,video",,2024-11-21T10:12:49,微博视频号,100,1,0,,,2024-11-21 10:12:49,True
5103090929765003	,P1ipmEYk3,转发微博,,,,,2024-11-21T10:12:31,微博网页版,0,0,0,,,2024-11-21 10:12:31,False,3938976579,娱乐捞饭,5103063306079795	,P1hGOpvDd,"#虞书欣替丁禹兮挡酒##虞书欣拦着不让丁禹兮喝酒#《永夜星河》团综，虞书欣替丁禹兮挡酒，拦着不让丁禹兮喝酒！！哦莫，妈妈知道爸爸酒精过敏，还不让喝哎~！！
TyndallEffect丨禹宙中欣的微博视频
 ",,,"https://f.video.weibocdn.com/o0/q6rwWsHJlx08jK1HOSgU01041200cP3M0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=n2RktxaWxd&KID=unistore,video",,2024-11-21T08:22:45,娱乐榜姐超话,68,3,4,"虞书欣替丁禹兮挡酒,虞书欣拦着不让丁禹兮喝酒",,2024-11-21 08:22:45
5103074542093028	,P1hYW8Muw,"来看看吴系茶餐厅的风采，老唐为你一一展示。
真探唐仁杰的微博视频
 ",,,"https://f.video.weibocdn.com/o0/qXFMjpDTlx07UzSLBz2o01041201Mgp00E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=AAhQJtYVVj&KID=unistore,video",,2024-11-21T09:07:24,微博视频号,100,1,0,,,2024-11-21 09:07:24,True
5102923695263849	,P1e3Dm5mN,"许多人偏爱外出享用水煮肉片，但实际上自己在家制作也非常简单，搭配上一碗白米饭，味道绝佳。
杨九月美食的微博视频
 ",,,"https://f.video.weibocdn.com/o0/TTgSkbPLlx07Zmx42uAM01041200KNnq0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=LjEgy3vVQw&KID=unistore,video",,2024-11-20T23:07:59,微博视频号,100,1,0,,,2024-11-20 23:07:59,True
5102909054520976	,P1dG1iY6Y,"吃得太过火了，钱也花了不少。泸溪河的系列评测暂时告一段落，想知道下一期我们应该评测哪家吗？
语文吃饱了的微博视频
 ",,,"https://f.video.weibocdn.com/o0/NZLFQftzlx07Vy8JNZ6U01041204EZZI0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=tSFHMroZey&KID=unistore,video",,2024-11-20T22:09:49,微博视频号,100,1,0,,,2024-11-20 22:09:49,True
5102892760957350	,P1dfK4138,"经过一年的忙碌，终于迎来了过年的时刻，满满的爱意洋溢。可以预期，接下来的日子里，餐桌上将不乏丰盛的佳肴。在这个时候，一碗甜汤就成了解腻的绝佳选择，简单的做法也让人心动，赶紧来试试吧。
一个放弃治疗的吃货的微博视频
 ",,,"https://f.video.weibocdn.com/u0/3IqSNaGtgx07TmFCXbgc01041201wKG00E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=WzGmj5ioeB&KID=unistore,video",,2024-11-20T21:05:04,微博视频号,100,1,0,,,2024-11-20 21:05:04,True
5102879329224074	,P1cU4CHBo,"迎接吃大福的时节！赶紧来制作酸甜可口的草莓成为热门的甜点——抹茶草莓大福吧！它圆润可爱的外观，香滑而软糯的口感，加上草莓的清新果香与抹茶的浓郁香气相融合，仅仅想象就令人垂涎三尺！
美食台foodvideo的微博视频
 ",,,"https://f.video.weibocdn.com/o0/4Rgmj4v9lx07UoLIVn0Y01041201eBWm0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=Q0HpI1RXOm&KID=unistore,video",,2024-11-20T20:11:41,微博视频号,101,1,0,,,2024-11-20 20:11:41,True
5102863795360138	,P1cv1mupQ,"夏季特选饮品推荐——绿豆牛乳冰。这款饮品将软糯的绿豆与浓郁细腻的牛乳完美结合，口感既奶香又糯滑，绝对是夏日消暑的最佳选择，强烈推荐大家尝试，绝对让你清爽一夏！
死鬼王二胖的微博视频
 ",,,"https://f.video.weibocdn.com/u0/ivW68oADgx07XpaCv5Dq01041201bNh80E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=dEtLbmLjM4&KID=unistore,video",,2024-11-20T19:09:58,微博视频号,100,1,0,,,2024-11-20 19:09:58,True
5102850388789277	,P1c9oASux,转发微博,,,,,2024-11-20T18:16:42,微博网页版,0,0,0,,,2024-11-20 18:16:42,False,2087041704,一颗小小粒,5102812495875167	,P1bahoEoL,丝滑抵达大阪✌🏻 草率了  这天气是广东人来了也不觉得很冷的程度！但我带了40斤的厚衣服🤣 ,,https://wx3.sinaimg.cn/large/7c65baa8gy1hvsr0n4jjrj22c0340npf.jpg,,,2024-11-20T15:46:07,,502,224,4,,,2024-11-20 15:46:07
5102847992007001	,P1c5x8q6Z,"这款蒜香鸡腿便当美味到极点，让人忍不住清盘。采用的鸡腿肉质鲜嫩，虽然较厚但采用这种烹饪方法后，味道浓郁，口感极佳，简单易做，绝对值得一试。 
明小刚的微博视频
 ",,,"https://f.video.weibocdn.com/tpUrcje3lx07OatcS1yM01041200CYeh0E010.mp4?label=mp4_720p&template=720x1280.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=miCVU%2FxNF5&KID=unistore,video",,2024-11-20T18:07:10,微博视频号,100,1,0,,,2024-11-20 18:07:10,True
5102832639805207	,P1bGLF8Mv,"今天我尝试了一种鸡胸肉的做法，结果出乎意料地嫩滑和Q弹，完全改变了我对鸡胸肉口感的看法！一盘三大块鸡胸肉，对我来说一顿饭都不够吃！
陛下开饭了的微博视频
 ",,,"https://locallimit.us.sinaimg.cn/u0/s3ybUJWvgx07TFBp7cly0104120124ch0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=r3I5kq8CTU&KID=unistore,video",,2024-11-20T17:06:10,微博视频号,100,1,0,,,2024-11-20 17:06:10,True
5102818146914590	,P1bjot0NE,"来看看汕头夜市的魅力，老唐为你展示。
真探唐仁杰的微博视频
 ",,,"https://f.video.weibocdn.com/o0/R5o4273llx07Vc0FUSFa01041201Hyns0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=Ajws7iKfxu&KID=unistore,video",,2024-11-20T16:08:35,微博视频号,100,1,0,,,2024-11-20 16:08:35,True
5102803645893544	,P1aW0oJba,"春天来临，多食用山药能够增强脾胃功能，帮助消化。将山药捣碎后，用刀切细，这样做可以让山药更容易熟透，更好消化。只需将其在沸水中煮3到5分钟，就能变得粘稠，无需额外加水或用淀粉勾芡。最后加入打好的蛋液，调味即可食用。
煤炭哥的微博视频
 ",,,"https://f.video.weibocdn.com/o0/332aFx0Llx07UOrddJaM01041200eDpm0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871072&ssig=28Bnz4tDTK&KID=unistore,video",,2024-11-20T15:10:57,微博视频号,100,1,0,,,2024-11-20 15:10:57,True
5102797498614202	,P1aM5A8WK,转发微博,,,,,2024-11-20T14:46:31,微博网页版,0,0,0,,,2024-11-20 14:46:31,False,1711759320,霍汶希Mani,5102723680961690	,P18R242b8,"#陈伟霆刘雅瑟新剧到底啥关系#  #太阳星辰开播#  @William威廉陈伟霆 @刘雅瑟 @周勵淇nk 誰會是最先觸碰到謎底答案的人？今天中午12:00鎖定@腾讯视频 、Netflix，雙平臺同時開播上線，國粵雙語，敬請期待！
普通話版預約:
网页链接
粵語版預約:
网页链接
微博預約:
太阳星辰",,https://wx2.sinaimg.cn/large/001RQmNily1hvsgtvmkxpj627n0zkqq802.jpg,,,2024-11-20T09:53:12,,62,9,5,"陈伟霆刘雅瑟新剧到底啥关系,太阳星辰开播","William威廉陈伟霆,刘雅瑟,周勵淇nk,腾讯视频",2024-11-20 09:53:12
5102793111375674	,P1aF15LSi,转发微博,,,,,2024-11-20T14:29:06,微博网页版,0,0,0,,,2024-11-20 14:29:06,False,7109370363,勇气MAX,5102724477095035	,P18SjtLK3,"#华为官宣MateX6#华为Mate X5和Mate XT 非凡大师在手
就等X6凑个斗地主了 ",,https://wx3.sinaimg.cn/large/007L8bZVly1hvsgvz57c9j34ei3awb2d.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003zybWYgx08jJiKgC4w0f0f0100uD8x0k01.mov,,2024-11-20T09:56:22,,450,71,30,华为官宣MateX6,,2024-11-20 09:56:22
5102792317078889	,P1aDJtHxD,转发微博,,,,,2024-11-20T14:25:56,微博网页版,0,0,0,,,2024-11-20 14:25:56,False,6274465503,嗑瓜子每日专用,5102751765236775	,P19AklYk7,龚俊今日份微博开屏🈶，来看看怎么样 ,,https://wx2.sinaimg.cn/large/006QD16vly1hvsk230lotj310o1yq7lx.jpg,,,2024-11-20T11:44:48,微博轻享版,157,24,1,,,2024-11-20 11:44:48
5102791528290322	,P1aCsyMGS,转发微博,,,,,2024-11-20T14:22:48,微博网页版,0,0,0,,,2024-11-20 14:22:48,False,7409134080,重生之钮钴禄溪,5102742497134222	,P19lntVW6,#白夜破晓#白夜追凶当年播的是不是挺火的 ,,https://wx4.sinaimg.cn/large/0085pYeAgy1hvsizqtl6yj30xc1nbnpd.jpg,,,2024-11-20T11:07:58,Xiaomi 15,9,9,1,白夜破晓,,2024-11-20 11:07:58
